index,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
31,abdalla_susannne,hoare,_nan_,_nan_,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
122,abdalla_susannne,choare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
256,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
397,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
587,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
720,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
906,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
1137,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
1205,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
1287,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
1430,abdalla_susannne,hoare,1892,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
2326,abdalla_susannne,hoare,1892,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
2459,abdalla_susannne,hoare,198l2,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
2535,abdalla_susannne,hoare,182,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
2646,abdalla_susannne,hoare,982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
3167,abdalla_susannne,hoare,982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
3268,abdalla_susannne,hoare,192,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
3737,abdalla_susannne,hoare,g1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
3968,abdalla_susannne,hoare,182,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
4044,abdalla_susannne,hoare,198s2,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
4211,abdalla_susannne,hoare,192,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
4359,abdalla_susannne,hoare,h1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
4432,abdalla_susannne,hoare,1928,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
4577,abdalla_susannne,hoare,182,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
4590,abdalla_susannne,hoare,1892,gulfpot,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
4802,abdalla_susannne,hoare,182,gulfort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
4981,abdalla_susannne,hoare,982,gulfpojrt,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
5188,abdalla_susannne,hoare,1928,gulfporlt,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
5196,abdalla_susannne,hoare,1928,hgulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
5384,abdalla_susannne,hoare,192,gulfpot,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
5527,abdalla_susannne,hoare,19o82,gufport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
5620,abdalla_susannne,hoare,i1982,gulpfort,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
5634,abdalla_susannne,hoare,198m2,gulfoprt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
5715,abdalla_susannne,hoare,982,gulfpotr,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
6074,abdalla_susannne,hoare,9182,guflport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
6222,abdalla_susannne,hoare,982,gulport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
6651,abdalla_susannne,hoare,1z982,gulfporgt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
6660,abdalla_susannne,hoare,b1982,glufport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
6681,abdalla_susannne,hoare,9182,gulfpotr,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
6706,abdalla_susannne,hoare,198l2,guwlfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
6913,abdalla_susannne,hoare,_nan_,guzlfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
7168,abdalla_susannne,hoare,1928,gulfkport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
7429,abdalla_susannne,hoare,19a82,ulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
7932,abdalla_susannne,hoare,1928,ulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
7951,abdalla_susannne,hoare,982,gulqfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
8129,abdalla_susannne,hoare,19w82,uglfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
8489,abdalla_susannne,hoare,192,ulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
8595,abdalla_susannne,hoare,192,gulfjport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
8654,abdalla_susannne,hoare,9182,gulpfort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
8851,abdalla_susannne,hoare,e1982,gulfprot,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
8925,abdalla_susannne,hoare,9182,gulfpotr,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
8988,abdalla_susannne,hoare,182,gulfpot,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
9413,abdalla_susannne,hoare,y1982,gulfprt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
9624,abdalla_susannne,hoare,1892,ulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
9730,abdalla_susannne,hoare,182,gtulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
9893,abdalla_susannne,hoare,1892,gulfpaort,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
10090,abdalla_susannne,hoare,182,gulfporjt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
10365,abdalla_susannne,hoare,192,gulfpotr,midfiekld,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
10620,abdalla_susannne,hxoare,1928,uglfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
10678,abdalla_susannne,hoare,d1982,gulpfort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
10792,abdalla_susannne,hoare,982,gulxfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
10911,abdalla_susannne,hoare,s1982,gufport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
11105,abdalla_susannne,hoare,9182,gufport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
11130,abdalla_susannne,hoare,1z982,gulfprt,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
11376,abdalla_susannne,hoare,192,grulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
12121,abdalla_susannne,hoare,9182,gulpfort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
12399,abdalla_susannne,hoare,982,uglfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
12688,abdalla_susannne,hoare,1928,glfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
12930,abdalla_susannne,hoare,9182,gulfpotr,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
13098,abdalla_susannne,hoare,9182,gulkfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
13100,abdalla_susannne,hoare,19x82,gulfprot,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
13102,abdalla_susannne,hoare,192,gulfpogrt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
13160,abdalla_susannne,hoare,o1982,gulfeport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
13163,abdalla_susannne,hoare,182,gufport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
13353,abdalla_susannne,hoare,1q982,guflport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
13575,abdalla_susannne,hoare,19w82,gulfpotr,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
13838,abdalla_susannne,hoare,1928,guflport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
14212,abdalla_susannne,hoare,1928,gulfort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
14605,abdalla_susannne,hoare,182,gulfprot,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
14663,abdalla_susannne,hoare,19v82,gulpfort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
14781,abdalla_susannne,hoare,_nan_,ulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
15051,abdalla_susannne,hoare,1892,gpulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
15206,abdalla_susannne,hoare,c1982,_nan_,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
15366,abdalla_susannne,hoare,1928,gulfpqort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
15393,abdalla_susannne,hoare,1928,gulfpvort,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
15639,abdalla_susannne,hoare,19d82,gulport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
15914,abdalla_susannne,hoare,1892,gulfxport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
16007,abdalla_susannne,hoare,i1982,gulfcport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
16197,abdalla_susannne,hoare,982,gulfpodrt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
16202,abdalla_susannne,hoare,1b982,ulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
16425,abdalla_susannne,hoare,1892,guylfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
16723,abdalla_susannne,hoare,982,gulfprt,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
17367,abdalla_susannne,hoare,982,guflport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
17586,abdalla_susannne,hoare,1928,gulsfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
17597,abdalla_susannne,hoare,192,uglfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
17649,abdalla_susannne,hoare,1928,hgulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
17796,abdalla_susannne,hoare,1928,glfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
18339,abdalla_susannne,hoare,982,gulfpotr,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
18652,abdalla_susannne,hoare,9182,gulport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
18722,abdalla_susannne,hoare,192,guflport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
18868,abdalla_susannne,hoare,1928,tgulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
19280,abdalla_susannne,hoare,1y982,uglfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
19561,abdalla_susannne,hoare,192,ulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
19897,abdalla_susannne,choare,1892,gulport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
19927,abdalla_susannne,hoare,198b2,guflport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
20215,abdalla_susannne,hoare,k1982,gulfprt,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
20636,abdalla_susannne,hoare,19m82,gulfprt,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
20712,abdalla_susannne,hoare,9182,gulnfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
20748,abdalla_susannne,hoare,198y2,gulfpot,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
20941,abdalla_susannne,hoare,982,gulfpotr,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
21503,abdalla_susannne,hoare,1892,gulafport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
