14653.childexemp,10p00,1000
29803.haschild,tY,Y
38431.state,LA,AL
18320.zip,38336,38363
9689.city,CASnCADE,CASCADE
49217.state,LA,AL
41857.city,CASCAED,CASCADE
47161.childexemp,a0,0
23681.fname,ona,Mona
30134.childexemp,,0
9727.gender,cF,F
17159.areacode,73p2,732
42616.fname,iZgmantas,Zigmantas
23471.city,LtAWRENCE,LAWRENCE
24676.areacode,01,701
6114.fname,Niock,Nick
45330.salary,2000i0,20000
3576.haschild,***,Y
1280.areacode,07,907
894.state,DkC,DC
45115.fname,Gfrant,Grant
13649.state,wDC,DC
976.zip,24025,24205
37516.lname,Maccpherson,Macpherson
27448.gender,xM,M
44035.gender,,F
24944.salary,x60000,60000
32573.fname,uLeonidas,Leonidas
33885.childexemp,02,20
38486.maritalstatus,***,M
42507.marriedexemp,4000***,4000
36102.marriedexemp,s0,0
26045.marriedexemp,200m0,2000
49511.marriedexemp,2o000,2000
47473.singleexemp,g0,0
36922.zip,5675n0,56750
9069.fname,iMhnea,Mihnea
28221.singleexemp,***,0
341.city,KETCHIKNA,KETCHIKAN
23411.state,K,OK
27824.marriedexemp,06,206
9732.city,CECLI,CECIL
45766.state,L,IL
38759.state,AoL,AL
46751.lname,Oh'Neill,O'Neill
12610.childexemp,***,0
48069.childexemp,***,0
42526.state,LA,AL
23602.zip,23b669,23669
35539.singleexemp,04,40
42300.city,MOUT EATON,MOUNT EATON
34358.rate,50.,5.0
15169.areacode,76,716
24738.maritalstatus,dS,S
12395.singleexemp,275,2475
27747.salary,51000,15000
24920.childexemp,v0,0
2646.marriedexemp,2450,24500
33283.gender,,F
13601.phone,897-5494,897-5449
13980.state,AkK,AK
3818.state,CD,DC
35687.areacode,91,901
47391.singleexemp,,0
42754.childexemp,***,0
28358.lname,Daheimer,Dalheimer
4075.state,yNY,NY
19043.singleexemp,,0
6184.areacode,510,501
27267.lname,Reutr,Reuter
26425.salary,70u000,70000
25912.childexemp,04,40
43216.haschild,***,N
25672.childexemp,,0
30272.state,wMA,MA
25483.gender,***,F
4269.zip,10p81,1081
34489.marriedexemp,c0,0
35153.marriedexemp,200,2000
13053.lname,Fenstremacher,Fenstermacher
28070.state,K,AK
40721.maritalstatus,fS,S
35374.gender,***,F
34232.zip,g3581,3581
32858.maritalstatus,,S
42617.marriedexemp,600,6600
23971.phone,974-812o8,974-8128
34734.gender,***,M
19760.lname,Jnugst,Jungst
10433.childexemp,x0,0
1376.state,C,DC
42539.city,RENTON,TRENTON
19254.lname,Reuda,Rueda
16401.salary,0000,20000
37563.areacode,z402,402
45718.areacode,3p02,302
39161.maritalstatus,,M
35316.gender,***,M
31382.marriedexemp,s0,0
39299.phone,99f6-8959,996-8959
44365.singleexemp,,0
30201.rate,00.,0.0
7811.gender,***,F
38188.city,LOGAwN,LOGAN
44061.childexemp,,0
46918.singleexemp,***,0
4895.gender,gF,F
46463.lname,mRengarajan,Rengarajan
27805.lname,Wodit,Woit
38437.city,CARON CITY,CARSON CITY
40062.childexemp,***,0
16207.phone,54-1477,454-1477
19598.city,NlEWARK,NEWARK
49019.childexemp,w0,0
36011.haschild,***,N
13824.lname,aGraehl,Graehl
32960.phone,j354-7541,354-7541
29849.fname,Motosih,Motoshi
5591.phone,418-511,418-5151
40929.rate,2.p1111112,2.1111112
16834.state,H,NH
20392.rate,1.l0,1.0
11027.haschild,qY,Y
48520.areacode,2d62,262
20981.gender,,F
37960.city,CAMERN,CAMERON
45975.fname,Tinghai,Tinghuai
25831.gender,,F
42747.gender,tF,F
19302.areacode,72t0,720
37910.city,CANY,CANBY
17999.haschild,***,N
6676.areacode,h319,319
28636.singleexemp,***,0
28102.rate,3.563633,3.5636363
33368.fname,Katsuanori,Katsunori
27356.childexemp,d0,0
37757.fname,Doreoen,Doreen
11739.gender,***,F
27436.childexemp,,0
2723.state,CD,DC
21063.marriedexemp,000,2000
49492.areacode,502,520
35078.state,R,AR
44935.singleexemp,y0,0
23824.singleexemp,h0,0
29540.lname,Bmachus,Bachus
16359.state,K,OK
16001.salary,65000***,65000
3372.haschild,gY,Y
33756.phone,31-4572,231-4572
34581.singleexemp,w0,0
16836.marriedexemp,0,40
26278.salary,25000***,25000
20045.singleexemp,,0
38411.rate,5g.75,5.75
37272.maritalstatus,***,S
