name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
Antonius_Ard,Rikino,1975,Prague,Defendeyr,Toronto_FC,Stuttgart,Camp_Nou,2014,Kazuhiko_Claybrook
Abdalla_Susannne,oare,1982,Gulfport,Midfield,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
Alison_Pierdaniele,Knauff,1992,Mobile,Defender,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
Annabelle_Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia_CF,London,Santiago_Bernabeu_Stadium,2011,Vagan_Smallwood
Andres_Yahya,Wolin,1980,Istanbul,Goalkeeper,SV_Werder_Bremen,Barcelona,Boleyn_Ground,2014,Sigenobu_Bodagala
Anke_Ute,Weener,1995,Kiev,Defender,West_Ham_United_F.C.,Solna,Balaidos,2013,Aiqun_Levergood
Abdalla_Susannne,Hoare,1982,Gulfport,Midfied,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
Annabelle_Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia_CF,London,Santiago_Bernabeu_Stadium,2011,Vagan_Smallwood
Anke_Ute,Weener,1995,Kiev,Defender,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2013,Jeremy_Cantu
Annabelle_Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia_CF,London,Santiago_Bernabeu_Stadium,2011,Vagan_Smallwood
Alfred_Giovanni,Larab,1990,Colorado,Goalkeeper,Borussia_Monchengladbach,Cardiff,St_James__Park,2012,Jeremy_Cantu
Afke_Vlad,Tischendorf,1997,Worcester,Midfiewld,Borussia_Monchengladbach,Hamburg,Estadio_da_Luz,2012,Jeremy_Cantu
Alison_Pierdaniele,Knauff,1992,Mobile,eDefender,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
Alison_Pierdaniele,Knauff,1992,Mobile,Defeinder,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2011,Yki_Villano
Andres_Yahya,Wolin,1980,Istanbul,Goalkeeper,A.C._Perugia_Calcio,Solna,,2014,Nabih_Rios
Alper_Ehud,Lichnewsky,1988,Ontario,Goalkeeper,Valencia_CtF,Stuttgart,Camp_Nou,2011,Veit_Luks
Andres_Yahya,Wolin,1980,Istanbul,Goalkeeper,A.C._Perugia_Calcio,Solna,Donbass_Arena,2014,Nabih_Rios
Abhaya_Win,Senator,1978,El,Forward,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Xiaomin_Saoudi
Alper_Ehud,Lichnewsky,1988,Ontario,Goalkeeper,Valencia_CF,Stuttgart,Camp_Nou,2011,Veit_Luks
Abdalla_Susannne,Hoare,1982,Gulfport,Midfield,Valencia_CF,Montevideo,Constant_Vanden_Stock_Stadium,2011,Veit_Luks
