tid,attribute,correct_val
0,tno,0
0,fname,Pengyuan
0,lname,Zendler
0,gender,F
0,areacode,508
0,phone,744-9007
0,city,SWAMPSCOTT
0,state,MA
0,zip,1907
0,maritalstatus,M
0,haschild,N
0,salary,90000
0,rate,5.3
0,singleexemp,0
0,marriedexemp,7150
0,childexemp,0
1,tno,3
1,fname,Xiangning
1,lname,Vanneste
1,gender,F
1,areacode,862
1,phone,651-6469
1,city,BRIGANTINE
1,state,NJ
1,zip,8203
1,maritalstatus,M
1,haschild,Y
1,salary,55000
1,rate,1.9519792
1,singleexemp,0
1,marriedexemp,2000
1,childexemp,1500
2,tno,6
2,fname,Babette
2,lname,Abawajy
2,gender,M
2,areacode,202
2,phone,222-8737
2,city,WASHINGTON
2,state,DC
2,zip,20226
2,maritalstatus,S
2,haschild,N
2,salary,95000
2,rate,9.0
2,singleexemp,1370
2,marriedexemp,0
2,childexemp,0
3,tno,8
3,fname,Rossella
3,lname,Chinen
3,gender,F
3,areacode,202
3,phone,868-7188
3,city,WASHINGTON
3,state,DC
3,zip,20541
3,maritalstatus,S
3,haschild,N
3,salary,35000
3,rate,9.0
3,singleexemp,1370
3,marriedexemp,0
3,childexemp,0
4,tno,10
4,fname,Nabuo
4,lname,Lugli
4,gender,F
4,areacode,203
4,phone,800-6915
4,city,SOUTHBURY
4,state,CT
4,zip,6488
4,maritalstatus,S
4,haschild,N
4,salary,90000
4,rate,5.0
4,singleexemp,12750
4,marriedexemp,0
4,childexemp,0
5,tno,18
5,fname,Howard
5,lname,Kageura
5,gender,M
5,areacode,203
5,phone,243-4810
5,city,STAMFORD
5,state,CT
5,zip,6913
5,maritalstatus,S
5,haschild,N
5,salary,80000
5,rate,5.0
5,singleexemp,12750
5,marriedexemp,0
5,childexemp,0
6,tno,24
6,fname,Chaisak
6,lname,Lageweg
6,gender,M
6,areacode,302
6,phone,577-3291
6,city,NEWARK
6,state,DE
6,zip,19711
6,maritalstatus,M
6,haschild,Y
6,salary,95000
6,rate,5.95
6,singleexemp,0
6,marriedexemp,220
6,childexemp,110
7,tno,33
7,fname,Heeju
7,lname,Liberman
7,gender,M
7,areacode,802
7,phone,101-6985
7,city,EAST WALLINGFORD
7,state,VT
7,zip,5742
7,maritalstatus,S
7,haschild,N
7,salary,40000
7,rate,3.8009440000000003
7,singleexemp,3300
7,marriedexemp,0
7,childexemp,0
8,tno,39
8,fname,Surjatini
8,lname,Stellhorn
8,gender,M
8,areacode,802
8,phone,915-9500
8,city,WATERBURY
8,state,VT
8,zip,5671
8,maritalstatus,M
8,haschild,Y
8,salary,35000
8,rate,3.7014668
8,singleexemp,0
8,marriedexemp,6600
8,childexemp,3300
9,tno,42
9,fname,Avelino
9,lname,English
9,gender,M
9,areacode,401
9,phone,795-3153
9,city,WESTERLY
9,state,RI
9,zip,2891
9,maritalstatus,M
9,haschild,Y
9,salary,70000
9,rate,0.0
9,singleexemp,0
9,marriedexemp,0
9,childexemp,0
10,tno,45
10,fname,Yuyan
10,lname,Simao
10,gender,M
10,areacode,603
10,phone,350-5756
10,city,EAST DERRY
10,state,NH
10,zip,3041
10,maritalstatus,M
10,haschild,Y
10,salary,50000
10,rate,0.0
10,singleexemp,0
10,marriedexemp,0
10,childexemp,0
11,tno,46
11,fname,Toshiya
11,lname,Moshkow
11,gender,M
11,areacode,609
11,phone,858-3419
11,city,BELLEVILLE
11,state,NJ
11,zip,7109
11,maritalstatus,S
11,haschild,Y
11,salary,75000
11,rate,2.2673959999999997
11,singleexemp,1000
11,marriedexemp,0
11,childexemp,1500
12,tno,49
12,fname,Naomi
12,lname,Jolfaei
12,gender,F
12,areacode,802
12,phone,284-1040
12,city,BARRE
12,state,VT
12,zip,5641
12,maritalstatus,S
12,haschild,Y
12,salary,30000
12,rate,3.6019894999999997
12,singleexemp,3300
12,marriedexemp,0
12,childexemp,3300
13,tno,52
13,fname,Rosana
13,lname,Prabhakar
13,gender,M
13,areacode,716
13,phone,742-9434
13,city,SCHENECTADY
13,state,NY
13,zip,12308
13,maritalstatus,S
13,haschild,N
13,salary,20000
13,rate,4.0695124
13,singleexemp,0
13,marriedexemp,0
13,childexemp,0
14,tno,55
14,fname,Antoni
14,lname,Bober
14,gender,F
14,areacode,860
14,phone,822-3830
14,city,EAST WOODSTOCK
14,state,CT
14,zip,6244
14,maritalstatus,S
14,haschild,Y
14,salary,70000
14,rate,5.0
14,singleexemp,12750
14,marriedexemp,0
14,childexemp,0
15,tno,59
15,fname,Masadi
15,lname,Punnekkat
15,gender,F
15,areacode,717
15,phone,492-9196
15,city,NORTH EAST
15,state,PA
15,zip,16428
15,maritalstatus,S
15,haschild,Y
15,salary,35000
15,rate,3.07
15,singleexemp,0
15,marriedexemp,0
15,childexemp,0
16,tno,60
16,fname,Tankoano
16,lname,Stumptner
16,gender,M
16,areacode,203
16,phone,717-2198
16,city,VERSAILLES
16,state,NJ
16,zip,6383
16,maritalstatus,M
16,haschild,Y
16,salary,5000
16,rate,3.0
16,singleexemp,0
16,marriedexemp,24500
16,childexemp,0
17,tno,65
17,fname,Montgomery
17,lname,Odberg
17,gender,M
17,areacode,802
17,phone,390-6816
17,city,BROWNSVILLE
17,state,VT
17,zip,5037
17,maritalstatus,S
17,haschild,N
17,salary,60000
17,rate,4.1988535
17,singleexemp,3300
17,marriedexemp,0
17,childexemp,0
18,tno,66
18,fname,PeiZong
18,lname,Cardazo
18,gender,F
18,areacode,856
18,phone,512-8410
18,city,TOMS RIVER
18,state,NJ
18,zip,8755
18,maritalstatus,M
18,haschild,N
18,salary,45000
18,rate,1.7942707999999998
18,singleexemp,0
18,marriedexemp,2000
18,childexemp,0
19,tno,68
19,fname,Teemu
19,lname,Krybus
19,gender,M
19,areacode,302
19,phone,229-8352
19,city,CHESWOLD
19,state,DE
19,zip,19936
19,maritalstatus,M
19,haschild,N
19,salary,15000
19,rate,2.8818183
19,singleexemp,0
19,marriedexemp,220
19,childexemp,0
20,tno,69
20,fname,Glauco
20,lname,Pottossine
20,gender,M
20,areacode,202
20,phone,785-2906
20,city,WASHINGTON
20,state,DC
20,zip,20528
20,maritalstatus,M
20,haschild,N
20,salary,20000
20,rate,6.75
