tid,attribute,correct_val
0,tno,0
0,fname,Pengyuan
0,lname,Zendler
0,gender,F
0,areacode,508
0,phone,744-9007
0,city,SWAMPSCOTT
0,state,MA
0,zip,1907
0,maritalstatus,M
0,haschild,N
0,salary,90000
0,rate,5.3
0,singleexemp,0
0,marriedexemp,7150
0,childexemp,0
1,tno,3
1,fname,Xiangning
1,lname,Vanneste
1,gender,F
1,areacode,862
1,phone,651-6469
1,city,BRIGANTINE
1,state,NJ
1,zip,8203
1,maritalstatus,M
1,haschild,Y
1,salary,55000
1,rate,1.9519792
1,singleexemp,0
1,marriedexemp,2000
1,childexemp,1500
2,tno,10
2,fname,Nabuo
2,lname,Lugli
2,gender,F
2,areacode,203
2,phone,800-6915
2,city,SOUTHBURY
2,state,CT
2,zip,6488
2,maritalstatus,S
2,haschild,N
2,salary,90000
2,rate,5.0
2,singleexemp,12750
2,marriedexemp,0
2,childexemp,0
3,tno,18
3,fname,Howard
3,lname,Kageura
3,gender,M
3,areacode,203
3,phone,243-4810
3,city,STAMFORD
3,state,CT
3,zip,6913
3,maritalstatus,S
3,haschild,N
3,salary,80000
3,rate,5.0
3,singleexemp,12750
3,marriedexemp,0
3,childexemp,0
4,tno,33
4,fname,Heeju
4,lname,Liberman
4,gender,M
4,areacode,802
4,phone,101-6985
4,city,EAST WALLINGFORD
4,state,VT
4,zip,5742
4,maritalstatus,S
4,haschild,N
4,salary,40000
4,rate,3.800944
4,singleexemp,3300
4,marriedexemp,0
4,childexemp,0
5,tno,39
5,fname,Surjatini
5,lname,Stellhorn
5,gender,M
5,areacode,802
5,phone,915-9500
5,city,WATERBURY
5,state,VT
5,zip,5671
5,maritalstatus,M
5,haschild,Y
5,salary,35000
5,rate,3.7014668
5,singleexemp,0
5,marriedexemp,6600
5,childexemp,3300
6,tno,42
6,fname,Avelino
6,lname,English
6,gender,M
6,areacode,401
6,phone,795-3153
6,city,WESTERLY
6,state,RI
6,zip,2891
6,maritalstatus,M
6,haschild,Y
6,salary,70000
6,rate,0.0
6,singleexemp,0
6,marriedexemp,0
6,childexemp,0
7,tno,45
7,fname,Yuyan
7,lname,Simao
7,gender,M
7,areacode,603
7,phone,350-5756
7,city,EAST DERRY
7,state,NH
7,zip,3041
7,maritalstatus,M
7,haschild,Y
7,salary,50000
7,rate,0.0
7,singleexemp,0
7,marriedexemp,0
7,childexemp,0
8,tno,46
8,fname,Toshiya
8,lname,Moshkow
8,gender,M
8,areacode,609
8,phone,858-3419
8,city,BELLEVILLE
8,state,NJ
8,zip,7109
8,maritalstatus,S
8,haschild,Y
8,salary,75000
8,rate,2.267396
8,singleexemp,1000
8,marriedexemp,0
8,childexemp,1500
9,tno,49
9,fname,Naomi
9,lname,Jolfaei
9,gender,F
9,areacode,802
9,phone,284-1040
9,city,BARRE
9,state,VT
9,zip,5641
9,maritalstatus,S
9,haschild,Y
9,salary,30000
9,rate,3.6019895
9,singleexemp,3300
9,marriedexemp,0
9,childexemp,3300
10,tno,55
10,fname,Antoni
10,lname,Bober
10,gender,F
10,areacode,860
10,phone,822-3830
10,city,EAST WOODSTOCK
10,state,CT
10,zip,6244
10,maritalstatus,S
10,haschild,Y
10,salary,70000
10,rate,5.0
10,singleexemp,12750
10,marriedexemp,0
10,childexemp,0
11,tno,60
11,fname,Tankoano
11,lname,Stumptner
11,gender,M
11,areacode,203
11,phone,717-2198
11,city,VERSAILLES
11,state,NJ
11,zip,6383
11,maritalstatus,M
11,haschild,Y
11,salary,5000
11,rate,3.0
11,singleexemp,0
11,marriedexemp,24500
11,childexemp,0
12,tno,65
12,fname,Montgomery
12,lname,Odberg
12,gender,M
12,areacode,802
12,phone,390-6816
12,city,BROWNSVILLE
12,state,VT
12,zip,5037
12,maritalstatus,S
12,haschild,N
12,salary,60000
12,rate,4.1988535
12,singleexemp,3300
12,marriedexemp,0
12,childexemp,0
13,tno,71
13,fname,Mirit
13,lname,Hanchek
13,gender,F
13,areacode,603
13,phone,995-2629
13,city,CANAAN
13,state,NJ
13,zip,3741
13,maritalstatus,M
13,haschild,Y
13,salary,70000
13,rate,0.0
13,singleexemp,0
13,marriedexemp,0
13,childexemp,0
14,tno,77
14,fname,Gudala
14,lname,Earley
14,gender,F
14,areacode,203
14,phone,691-8996
14,city,ONECO
14,state,CT
14,zip,6373
14,maritalstatus,M
14,haschild,N
14,salary,55000
14,rate,5.0
14,singleexemp,0
14,marriedexemp,24500
14,childexemp,0
15,tno,82
15,fname,Hiromu
15,lname,Nobauer
15,gender,M
15,areacode,401
15,phone,119-4372
15,city,KINGSTON
15,state,RI
15,zip,2881
15,maritalstatus,S
15,haschild,N
15,salary,75000
15,rate,0.0
15,singleexemp,0
15,marriedexemp,0
15,childexemp,0
16,tno,90
16,fname,Dung
16,lname,Pike
16,gender,F
16,areacode,774
16,phone,133-6113
16,city,BRIDGEWATER
16,state,MA
16,zip,2325
16,maritalstatus,S
16,haschild,N
16,salary,55000
16,rate,5.3
16,singleexemp,3575
16,marriedexemp,0
16,childexemp,0
17,tno,92
17,fname,Sonu
17,lname,Merhav
17,gender,M
17,areacode,603
17,phone,379-9505
17,city,GLEN
17,state,NH
17,zip,3838
17,maritalstatus,M
17,haschild,N
17,salary,15000
17,rate,0.0
17,singleexemp,0
17,marriedexemp,0
17,childexemp,0
18,tno,97
18,fname,Juanita
18,lname,Sivarajan
18,gender,F
18,areacode,603
18,phone,966-6735
18,city,GRAFTON
18,state,NH
18,zip,3240
18,maritalstatus,S
18,haschild,Y
18,salary,30000
18,rate,0.0
18,singleexemp,0
18,marriedexemp,0
18,childexemp,0
19,tno,100
19,fname,Uinam
19,lname,Hekken
19,gender,F
19,areacode,339
19,phone,769-6182
19,city,BELMONT
19,state,MA
19,zip,2478
19,maritalstatus,M
19,haschild,Y
19,salary,35000
19,rate,5.3
19,singleexemp,0
19,marriedexemp,7150
19,childexemp,1000
20,tno,102
20,fname,Baoquan
20,lname,Guha
20,gender,F
20,areacode,339
20,phone,730-7750
20,city,EAST WALPOLE
20,state,MA
20,zip,2032
20,maritalstatus,S
20,haschild,Y
20,salary,40000
20,rate,5.3
20,singleexemp,3575
20,marriedexemp,0
20,childexemp,1000
