Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.07490842490842486
Attribute: birthyear, MSE: nan, Jaccard: 0.0
Attribute: birthplace, MSE: nan, Jaccard: 0.0
Attribute: position, MSE: nan, Jaccard: 0.0
Attribute: team, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.0
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.003404928404928403
