index,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
31,abdalla_susannne,oare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
122,abdalla_susannne,hoare,1982,gulfport,midfied,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
256,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
397,abdalla_susannne,hoare,1982,ulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
587,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
720,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
906,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
1137,abdalla_susannne,hoare,_nan_,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
1205,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
1287,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
1430,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
2326,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
2459,abdalla_susannne,hoare,1982,gulfport,defender,sv_werder_bremen,barcelona,boleyn_ground,2014,sigenobu_bodagala
2535,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
2646,abdalla_susannne,hoare,1982,gulfport,midfield,valencia_cf,montevideo,constant_vanden_stock_stadium,2011,veit_luks
